,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,split
TCGA-C8-A1HG,-0.601203978061676,-0.24313251674175262,0.06824015825986862,-2.7201430797576904,4.933878421783447,2.2270829677581787,-2.9701030254364014,-1.1180044412612915,2.516956329345703,2.081813335418701,train
TCGA-A2-A0SW,2.244105100631714,-0.07727008312940598,1.8323537111282349,-1.352250099182129,6.452850341796875,-1.743744969367981,-1.9809186458587646,-1.1007500886917114,-0.32040292024612427,-1.167112946510315,train
TCGA-D8-A1Y1,1.5101029872894287,1.2040910720825195,1.0860751867294312,-2.8750576972961426,-4.337383270263672,-0.5254084467887878,-1.524672508239746,-1.1066285371780396,-1.1546229124069214,0.32119181752204895,train
TCGA-C8-A3M8,2.714082054962942,1.8065377794042672,1.0307427192110297,-0.9411019395711401,-1.4011530688496576,1.5166612560777615,0.39471599863203694,-0.7933069760973792,0.8286369581703269,-0.2691600761290665,test
TCGA-E9-A1NI,1.9772686958312988,1.809421181678772,0.9473166465759277,-2.5466628074645996,-4.108841896057129,-0.8581246137619019,-3.303041934967041,-0.16432057321071625,0.5729016661643982,-0.20135869085788727,train
TCGA-D8-A1JE,-0.6760716438293457,2.8479599952697754,2.626220464706421,-3.0441832542419434,-2.025801658630371,0.4735375642776489,-1.2151376008987427,-1.034501314163208,-1.8294283151626587,-1.2318083047866821,train
TCGA-A2-A25C,-0.4811907708644867,2.053926944732666,-0.3106303811073303,-0.8487945199012756,0.6377044320106506,-0.059817008674144745,0.03388082608580589,-0.195692241191864,-0.4714716374874115,0.5302398800849915,train
TCGA-E2-A109,3.0642159996771468,1.0713587938531888,1.2950683200881408,-1.4484281580285703,0.18452624161400003,1.3297111897843312,-1.118123234927882,-0.7276701550999792,2.094800463728155,0.08839987765957158,test
TCGA-BH-A0BF,0.8409970998764038,0.05975286290049553,0.809926450252533,-0.8531076312065125,4.356140613555908,-1.4234445095062256,-0.7245148420333862,-0.7078964710235596,-0.5719446539878845,-0.4391508400440216,train
TCGA-BH-A204,4.021648406982422,0.4499545097351074,1.843301773071289,7.688957691192627,-2.140050172805786,1.4879961013793945,-4.1350250244140625,-2.4212779998779297,2.280792474746704,-0.7743633985519409,train
TCGA-E9-A1NA,3.5294528007507324,-0.08808811753988266,1.7556849718093872,7.207247257232666,-0.46537208557128906,0.2394780069589615,2.664212226867676,-0.4199587106704712,0.31108558177948,-0.48458030819892883,train
TCGA-C8-A1HM,1.8595455884933472,-0.3453649878501892,2.4611165523529053,-3.6316699981689453,4.079686164855957,0.09600981324911118,-3.1397767066955566,-1.1542102098464966,1.213608980178833,0.7832901477813721,train
TCGA-E9-A1NF,1.2672208547592163,-0.4764433801174164,-3.2195451259613037,6.333569526672363,-4.0902099609375,-0.22267915308475494,1.1011476516723633,-6.066413879394531,-1.3828712701797485,-0.4653097689151764,train
TCGA-E9-A226,-0.8836649060249329,1.142540693283081,-0.06913457065820694,-1.7199310064315796,-2.702061653137207,-1.4969178438186646,-3.2099833488464355,-0.054663773626089096,-0.5665276050567627,1.0922248363494873,train
TCGA-BH-A202,1.318484902381897,-1.13637113571167,1.6243146657943726,-1.7070045471191406,-0.861411988735199,-2.427022933959961,2.137681722640991,-0.15681619942188263,0.017822211608290672,0.3743535876274109,train
TCGA-E2-A56Z,1.8317506313323975,2.27311635017395,0.9926803112030029,-2.552853584289551,-2.853595018386841,3.1802589893341064,-1.6223154067993164,-0.7442840933799744,1.4481480121612549,1.1335999965667725,train
TCGA-D8-A1JJ,0.9819340971338969,0.42495902793802137,0.14332592574102224,-1.2181907799891873,-1.2948564488993062,-1.1431811043718019,0.6666577115846092,-0.6984790280870379,-0.13489108448860523,0.4684497456094386,test
TCGA-A8-A075,-1.3122583627700806,0.3237791657447815,1.0744516849517822,-2.3522050380706787,2.9837076663970947,-2.786153554916382,-2.6996395587921143,-0.7623414397239685,-0.9896771311759949,1.6275054216384888,train
TCGA-BH-A1FJ,-3.528169870376587,1.9643245935440063,1.3289494514465332,-2.792497158050537,-3.563868761062622,-0.09679165482521057,1.4600988626480103,0.272732138633728,0.10211005806922913,-0.9504953026771545,train
TCGA-C8-A274,3.6723272800445557,1.1622239351272583,-0.5763661861419678,-2.9290568828582764,-3.8714911937713623,-2.318916082382202,1.9183813333511353,0.47169229388237,-0.516009509563446,0.9880281090736389,train
TCGA-BH-A42T,3.100572303516524,1.3623788269569534,-0.8099658141901479,-0.03819141052770489,-1.1914364618638564,0.20601070619555953,1.5829337264674945,-0.09907290357987264,0.014619290785501579,-0.23854413141828945,test
TCGA-AC-A2BM,1.5876625776290894,2.1577298641204834,-1.14982008934021,-2.4962246417999268,2.0256094932556152,3.4838480949401855,-1.6955211162567139,-0.9447560906410217,1.4952200651168823,0.09238390624523163,train
TCGA-E9-A3HO,1.5691984044379241,1.7225566236910896,0.6166571609492795,-0.8100129454791128,-1.3656104535197418,1.0834290265033661,0.768377067100189,-0.04706231457435661,-0.720814170470582,0.17758333150907066,test
TCGA-E9-A1RB,-0.09844221391858603,0.32835821102122115,-1.5700715971280494,-1.1712400158098049,-2.180435200246396,-0.9539950139839507,-0.6465573469523979,-0.607339061646666,-0.9733577226704844,0.16657350991816056,test
TCGA-AO-A1KP,2.9479634761810303,2.1349937915802,-3.5362675189971924,-2.176584005355835,-3.698060989379883,1.3689817190170288,-0.5461887717247009,0.19441117346286774,0.8313197493553162,2.1335630416870117,train
TCGA-E9-A22D,0.9277481436729431,1.3743830919265747,1.7621307373046875,-3.438832998275757,4.8095598220825195,1.0794795751571655,2.355318546295166,-1.3541793823242188,0.2544591724872589,-0.4039174020290375,train
TCGA-D8-A1XF,4.99715518951416,0.8468632698059082,-0.28166869282722473,-2.996412992477417,0.940338671207428,4.106171607971191,4.951727867126465,-0.5845406651496887,2.507817029953003,0.20894400775432587,train
TCGA-D8-A1XL,-0.6485949754714966,0.38702359795570374,2.232543468475342,-3.206949472427368,3.364804267883301,0.03350799158215523,0.7966976165771484,-0.6945885419845581,-1.1534857749938965,2.5877485275268555,train
TCGA-AR-A0TQ,2.231167793273926,0.1453251987695694,1.1106268167495728,-0.8205130696296692,2.5866246223449707,0.9849569797515869,1.5105723142623901,-0.9736101627349854,1.8727047443389893,-0.27487713098526,train
TCGA-BH-A1F2,-0.8765318249817993,0.20427922283720326,-0.1354428753232492,3.4774192626804865,-0.7556036542348649,-0.8169201922733879,0.6719075871765683,-0.20789194910226105,0.5162266393471162,-0.23342013747506274,test
TCGA-BH-A0AU,-0.3139829933643341,0.9919224381446838,0.5109032392501831,5.2007975578308105,-0.5546538233757019,1.1646710634231567,-1.6560540199279785,2.0667614936828613,1.5114823579788208,1.6911001205444336,train
TCGA-EW-A1P0,0.053371962159872055,1.7411670684814453,2.3374834060668945,-2.774290084838867,-1.4192931652069092,1.8074147701263428,-3.0191311836242676,-1.985369086265564,-2.2757909297943115,1.9433799982070923,train
TCGA-D8-A27N,1.559786319732666,0.3184295892715454,1.299912929534912,-0.8685624599456787,1.7868475914001465,-1.4446666240692139,1.7020680904388428,-1.4479866027832031,-0.617315411567688,0.6104915738105774,train
TCGA-BH-A1FM,-0.5095877450909435,1.0111243217403671,0.531297090035655,-0.40519985246803714,-2.054285459856597,0.17243434119288992,-0.9351667725224506,-0.4905998376239829,0.7624453759044759,0.45538406324180225,test
TCGA-Z7-A8R6,1.361934284728435,1.926708958114071,0.9390695545136661,-1.1650755168218663,-0.7449343771843807,-0.3599273681453811,-1.447676115852189,0.3783595821822523,-0.3037677764437235,0.5598572684939186,test
TCGA-E2-A9RU,4.015364170074463,-0.322936087846756,1.8728114366531372,-3.023078203201294,-2.1815690994262695,-1.000165581703186,3.3497910499572754,0.07260043919086456,0.3441007733345032,-0.6416414380073547,train
TCGA-AO-A1KS,1.959429715340865,0.9734890126627326,0.6734231924155044,-1.0359684212096127,-1.313148057672486,0.16744453346125732,0.22724598284095202,-0.04563916556064437,0.629335517468724,1.382810922181559,test
TCGA-D8-A1XR,-0.544027279176078,2.297126883708318,-0.18644637331243508,-0.9458004281931528,-2.846878577949133,-0.05612115635844195,-1.6478850946130248,-0.400076828080614,-1.1340618791501755,-0.04060619022445958,test
TCGA-AR-A0TT,1.1588975191116333,-0.6896801590919495,1.9866639375686646,-1.6240739822387695,6.416533946990967,-0.9146574139595032,0.37009674310684204,-2.002394914627075,0.8725477457046509,0.13243575394153595,train
TCGA-EW-A2FW,-0.4281369149684906,2.988342523574829,1.7104724645614624,-2.546473741531372,-1.3435328006744385,2.707693338394165,-1.7409436702728271,-1.3527095317840576,0.1645635962486267,1.5549876689910889,train
TCGA-D8-A1J8,2.745659589767456,0.1233161985874176,1.5115761756896973,-2.8897545337677,0.7424370050430298,-1.7396866083145142,3.052870273590088,-0.3896922767162323,1.031813383102417,-0.32547226548194885,train
TCGA-C8-A26V,2.3963334560394287,0.9846133589744568,1.0596026182174683,-2.9322330951690674,-1.125671148300171,-1.1810837984085083,1.2895883321762085,0.09045084565877914,-1.2357573509216309,0.037492312490940094,train
TCGA-D8-A27R,0.3772653043270111,-0.4651004672050476,-0.9252692461013794,-0.8483731746673584,0.9202021956443787,0.9311436414718628,0.12182600051164627,-0.7352262139320374,1.6762031316757202,1.8491380214691162,train
TCGA-E2-A15K,-3.653048515319824,1.5449503660202026,0.8054134249687195,-2.02721905708313,2.4113223552703857,-1.019607424736023,1.1709575653076172,-0.6834211349487305,0.0879703164100647,-1.3904906511306763,train
TCGA-BH-A0HY,4.614848613739014,-0.0502617321908474,-3.602701187133789,-0.7724320292472839,-2.528289556503296,-1.3190736770629883,1.4529674053192139,-0.3341192305088043,0.3490213453769684,0.09225399792194366,train
TCGA-E9-A54X,-2.287508249282837,2.787310838699341,1.2792539596557617,-3.633531093597412,-5.876994609832764,2.057993173599243,-1.23678457736969,-0.21994945406913757,-0.9004635810852051,-0.38083621859550476,train
TCGA-E9-A1N6,0.23077408969402313,-0.2880520820617676,-3.426966667175293,-2.0315499305725098,-3.7537200450897217,-2.7365119457244873,-1.5955613851547241,-0.48017677664756775,1.7261346578598022,0.2877345681190491,train
TCGA-E9-A1R4,0.16059091781202958,0.6185288620436042,0.7890602796023635,-1.010229637148209,1.6668327491077892,-0.7976092184613962,-0.806385887418088,-0.5020917702812308,0.023688623886973043,0.2006031997205179,test
TCGA-AR-A2LL,2.141179323196411,1.4531521797180176,0.8008192777633667,-1.3361696004867554,0.10980457812547684,0.5332126617431641,1.2716962099075317,-0.7306133508682251,-0.39328739047050476,0.5895072221755981,train
TCGA-BH-A1FD,-3.5447709560394287,1.0397461652755737,-4.198202610015869,-3.052578926086426,-3.2234411239624023,-0.9216268658638,1.17098069190979,-0.888218104839325,0.04833074286580086,-1.0784451961517334,train
TCGA-A2-A0YT,2.4839230623039663,0.328952558601337,0.24161284051821516,-1.0831077650205498,-0.8534324376207153,0.07245119654371945,-2.241065258495697,-0.7291298375075691,2.1520655766175123,0.10300828977648831,test
TCGA-BH-A0BZ,2.8349804878234863,-0.48545190691947937,1.5212129354476929,-2.1727566719055176,2.3200511932373047,-0.19126297533512115,-1.5280001163482666,-0.6785501837730408,1.9154951572418213,-1.1959112882614136,train
TCGA-D8-A27W,2.2717244625091553,0.33817481994628906,0.2751563787460327,-1.7767301797866821,3.769040584564209,2.2251670360565186,1.482595443725586,-0.573146641254425,2.9964563846588135,1.4776743650436401,train
TCGA-A2-A0YH,-1.3214654922485352,0.5613821148872375,2.3441169261932373,-2.1582186222076416,4.075005054473877,0.11487053334712982,-4.050612449645996,-0.37894582748413086,0.9634019136428833,1.3016128540039062,train
TCGA-EW-A1OX,2.6055566852447747,1.7976241337520964,0.2249460812798151,-1.5744512325890678,-2.6049846109600927,2.4962813585351165,-0.6649533725134796,-1.3308467467435756,0.5079504282158049,0.6020884447569274,test
TCGA-D8-A1XZ,1.4996675252914429,0.18705186247825623,1.7917901277542114,-2.9834814071655273,1.7767627239227295,0.2948196828365326,-0.843553364276886,-1.405062198638916,-0.9573277235031128,1.4662926197052002,train
TCGA-E9-A1R7,2.2112205028533936,0.024722572416067123,0.10949613898992538,7.661522388458252,-0.5080374479293823,0.6529042720794678,0.007686682976782322,-2.31648850440979,-0.03743216395378113,0.9717004895210266,train
TCGA-D8-A1J9,2.0149990581662514,0.11954630516608694,0.6584628654827563,-1.9694360301646514,-0.047585603493747665,-3.3446140193979783,1.1787101695058195,-0.16234213736740377,0.27760981982586735,0.5644889734763273,test
TCGA-D8-A1X7,-0.6959909658661204,1.8855298823245341,-0.2867374766227331,-1.5516942095621624,-2.3321150715754544,0.05002993638575356,-1.5831474064191717,-0.44660546213429164,-1.133830776038572,-0.5434357077858449,test
TCGA-E9-A1RG,0.6256909681485968,1.0576921418886132,0.7294514386979408,-2.094590537740525,-0.1985513733315649,0.20382136178970423,-3.3209418848374668,-0.7173738450813215,0.5239625750994866,1.2792492283770955,test
TCGA-AR-A24K,1.6691421270370483,1.8420705795288086,2.8868465423583984,-3.0844266414642334,-2.603440523147583,-0.3562668263912201,1.0104066133499146,-0.23351991176605225,-2.8326544761657715,2.0442099571228027,train
TCGA-C8-A1HN,2.174046039581299,0.4432663321495056,2.919773817062378,-3.5689451694488525,-2.4143824577331543,1.7344088554382324,-3.1039133071899414,-1.4209905862808228,1.1171303987503052,2.8423120975494385,train
TCGA-D8-A1X5,2.6523475646972656,1.0121252536773682,-0.010718947276473045,-3.0605037212371826,0.3122711777687073,-0.33140161633491516,-1.3046681880950928,-1.2514550685882568,0.7272738218307495,-0.7321574687957764,train
TCGA-AR-A1AW,0.13065143241588564,-0.8281374312106818,-0.22709264841406906,-0.8173275572317397,6.018537405085407,-0.4312210774617782,1.8345789779612645,-0.8591307599663264,0.061496259082891115,-0.22299135541023063,test
TCGA-A2-A25B,1.9779272079467773,0.6712952852249146,1.0632011890411377,-3.2099528312683105,0.9546346068382263,-0.018056487664580345,-4.4838995933532715,-0.9095941185951233,1.6575781106948853,0.44932234287261963,train
TCGA-A7-A13F,-3.7852954864501953,1.3448549509048462,0.9660777449607849,-1.8003135919570923,-2.743577718734741,1.2238500118255615,1.8494298458099365,0.07067897915840149,0.8185916543006897,-0.9101459383964539,train
TCGA-BH-A0C3,-1.257317304611206,0.4603405296802521,0.7630181908607483,5.356914043426514,1.159112572669983,0.24343909323215485,-1.9720977544784546,2.168710231781006,2.041862964630127,0.004089998081326485,train
TCGA-A2-A25E,0.7592164278030396,1.8642562627792358,-0.5047760605812073,-1.2422499656677246,-0.7205459475517273,2.239908218383789,-3.9583256244659424,-0.6427372694015503,0.9235926270484924,-0.17716167867183685,train
TCGA-A2-A0SV,1.9365849494934082,-0.34857895970344543,1.9854849576950073,-2.8749725818634033,-2.66735577583313,-2.1511292457580566,-1.321761965751648,-1.29200279712677,-0.9567046761512756,-0.0648908019065857,train
TCGA-A7-A6VX,1.3948005437850952,0.7581603527069092,1.589763879776001,-1.5736664533615112,-3.387254238128662,-1.678813099861145,-1.5676381587982178,-0.1278606504201889,-0.6538965702056885,1.7481428384780884,train
TCGA-E9-A1RE,4.321099758148193,1.5130102634429932,0.42520684003829956,-1.6125282049179077,0.3572348952293396,1.8118778467178345,0.8281862139701843,-1.6250739097595215,1.2268955707550049,0.40626466274261475,train
TCGA-E9-A22A,-0.10123669356107712,0.046797510236501694,0.8389790654182434,-1.9580620527267456,1.6638789176940918,-0.20277179777622223,1.5551460981369019,-1.0264822244644165,0.6232541799545288,0.6407431960105896,train
TCGA-AO-A128,-2.3347363471984863,-4.045398235321045,-0.5316094756126404,-1.9296164512634277,3.009413957595825,0.10200496017932892,-1.2223745584487915,-1.4178385734558105,0.6633836030960083,-1.4888089895248413,train
TCGA-A7-A26G,-3.070304397469085,-2.5324937512645977,0.2317787326682189,0.8568093487307261,2.6373228568031597,0.23153708654171112,-0.08012420083169826,-0.17005010753666103,-0.7907245853670201,-0.1670970403099171,test
TCGA-AO-A129,-2.339036117413252,-4.379968968773681,0.829780096580165,0.7356411115727909,1.3079174843820873,1.0206238808370338,0.10950796685875037,0.35349624382109956,-0.9930515884594261,-0.36641367414159004,test
TCGA-LL-A5YP,-2.573392868041992,-4.64996337890625,1.1937092542648315,1.222428798675537,-0.3025551438331604,1.5025873184204102,0.4209611713886261,0.561460018157959,-1.0128469467163086,0.3257899582386017,train
TCGA-BH-A1FC,-2.968945264816284,0.4008823335170746,2.481229066848755,5.931521892547607,-0.36094576120376587,-0.9120531678199768,1.4937973022460938,-0.28059256076812744,0.6515624523162842,-0.8075622916221619,train
TCGA-S3-AA15,-2.4121649265289307,-2.59420108795166,-5.117123603820801,2.448361873626709,6.871942520141602,0.9619683027267456,0.8470866680145264,-0.17543724179267883,-0.5095669627189636,-1.1300959587097168,train
TCGA-AR-A1AQ,-1.0179924964904785,-5.140418529510498,1.1514248847961426,-1.0044732093811035,5.241458415985107,1.1404516696929932,2.3436739444732666,0.4207626283168793,-1.517179012298584,-0.5155854225158691,train
TCGA-AR-A0TP,-1.6648874282836914,-5.3775200843811035,1.363699197769165,0.9089174866676331,-8.243243217468262,2.2276077270507812,1.682993769645691,1.736767292022705,-0.027362732216715813,0.967477560043335,train
TCGA-A2-A0T2,-1.7470544576644897,-5.65541410446167,2.015369415283203,-0.4552834630012512,-4.429869174957275,-0.2921106517314911,-3.1362407207489014,0.9640845656394958,-0.3085164427757263,-0.1584843397140503,train
TCGA-A7-A6VV,-2.0590615272521973,-4.655603885650635,0.20565341413021088,0.31925496459007263,-0.3353206217288971,0.651481568813324,0.3085200786590576,1.1224116086959839,-1.1619504690170288,-0.3882383704185486,train
TCGA-AR-A24Q,-2.347660541534424,-4.23463249206543,-1.1592109203338623,0.632899820804596,1.5129133462905884,2.008545160293579,-0.3215273916721344,0.9240894913673401,-0.37108299136161804,0.9671539068222046,train
TCGA-D8-A1JL,-2.5703108310699463,-4.494088172912598,1.5632686614990234,-0.13181564211845398,-0.6131828427314758,1.297932744026184,0.8763679265975952,0.352547287940979,-0.6302907466888428,0.016933077946305275,train
TCGA-OL-A5D7,0.7721755504608154,-5.363165855407715,0.8204976320266724,-1.445055603981018,2.4772398471832275,1.6390033960342407,3.0806050300598145,-0.6796382665634155,-1.9249757528305054,-1.3564653396606445,train
TCGA-A2-A25F,-2.1678895950317383,-3.1661298274993896,1.159637451171875,1.637274980545044,4.165889263153076,0.8082676529884338,1.8615723848342896,-3.1622273921966553,0.010514631867408752,-1.092430591583252,train
TCGA-A2-A4RX,-2.653965950012207,-3.3066656589508057,-0.3532654345035553,2.31889009475708,0.3801802098751068,0.9045687317848206,1.6420058012008667,1.1927686929702759,0.12354395538568497,-0.398038387298584,train
TCGA-B6-A0RU,-2.3543200492858887,-3.3124794960021973,1.513738751411438,3.4778895378112793,-3.3690598011016846,1.0231215953826904,0.9903949499130249,1.7704534530639648,1.2524183988571167,0.014688542112708092,train
TCGA-AN-A0XU,-2.5604090690612793,-5.160504341125488,1.4971808195114136,-0.45699989795684814,0.34352907538414,1.0360052585601807,1.205426573753357,1.2789546251296997,0.1340794861316681,0.49597418308258057,train
TCGA-A7-A4SD,-2.8011889457702637,-4.726248264312744,-0.10491393506526947,-1.1927601099014282,3.1662192344665527,0.6673454642295837,-3.511094808578491,0.6137679815292358,-1.022552728652954,-0.7518660426139832,train
TCGA-D8-A27F,-2.93788743019104,-5.560252666473389,-0.46265968680381775,1.2213006019592285,-2.998558282852173,1.7334386110305786,-0.9146873354911804,0.8920374512672424,-0.509450376033783,1.018856406211853,train
TCGA-A2-A0T0,-2.9004478454589844,-5.0308146476745605,2.0492172241210938,-1.1079782247543335,-2.63942551612854,0.06084065139293671,-2.0457658767700195,0.5639379024505615,0.1337442547082901,0.43451935052871704,train
TCGA-A7-A5ZV,0.5381923511676272,-4.442477623607021,-0.4454960152583444,0.28263675946635985,-3.9860994639809335,1.096794286365528,1.0131941359939642,0.47145136470498245,0.45450671751580307,-0.49359521869937156,test
TCGA-A2-A0YJ,-1.856618297312533,-5.043056844964821,1.0364560454991567,0.2279709481278821,-2.530261859214256,0.5906025997846452,-2.0865418179186364,0.6340540345497058,-0.578888456738548,0.15033657806412312,test
TCGA-S3-AA10,-2.0517501831054688,-5.392806529998779,1.9657132625579834,-1.1875007152557373,4.314210891723633,2.485842704772949,-0.09772169589996338,0.545623242855072,-1.2603775262832642,-0.1802607774734497,train
TCGA-A2-A0YE,-1.658877764269974,-4.4943064162823285,0.11017128501553002,0.005828325971892756,-1.1147382312316698,0.7984602082061457,-1.0271237434178804,0.9785192973841069,-0.44321849247984635,0.3324627301352114,test
TCGA-OL-A5RW,-2.550718069076538,-5.136441707611084,0.5284861922264099,-0.319191038608551,-2.745626926422119,1.6767754554748535,1.2155743837356567,2.0968728065490723,-0.4216730296611786,0.4344176948070526,train
TCGA-A7-A0CE,-3.29028058052063,0.725138247013092,1.643576741218567,5.127282619476318,-0.10735353082418442,-0.08861331641674042,1.904175043106079,1.9480161666870117,0.7698370814323425,-0.6257425546646118,train
TCGA-BH-A0E0,-3.448479413986206,-2.1171135902404785,2.111571788787842,-0.6442704796791077,-2.8436639308929443,-0.1304551213979721,1.4011752605438232,-0.16779285669326782,0.9785979390144348,-0.6083123087882996,train
TCGA-S3-AA0Z,-1.9367810487747192,-4.907787322998047,1.411540150642395,-0.424113005399704,0.19828762114048004,1.4034414291381836,1.562462568283081,0.5701426267623901,-0.30137282609939575,0.11467631161212921,train
TCGA-AR-A1AJ,-2.3094356060028076,-4.167025089263916,-0.04846864193677902,1.638181447982788,3.0762524604797363,0.3803793787956238,1.4559910297393799,-1.456147313117981,-0.38872310519218445,-0.6837294101715088,train
TCGA-GM-A3XL,-0.8218263651023969,-4.7475919811466145,1.198965543335112,-0.7289615035880391,1.812629552464103,0.8196281586751676,1.3415681786123896,0.02528685145070268,-0.2658500387840739,-0.670473195063523,test
TCGA-B6-A0RT,-2.6247215270996094,-3.3748226165771484,-1.6298373937606812,0.9624481797218323,4.864269256591797,0.9289292097091675,1.7277534008026123,-0.4837380051612854,0.1876480132341385,-0.6431834697723389,train
TCGA-AC-A62X,0.7491229176521301,-6.087584972381592,0.4680180847644806,0.20869159698486328,-6.485011100769043,1.1216384172439575,2.7991585731506348,2.077288866043091,-2.4838812351226807,-0.742266833782196,train
TCGA-E2-A1LL,-1.1150451848695406,-2.8892946858249804,-1.7324906937673266,0.3088939124911203,-0.6875991997558798,-1.639371316953249,-1.4676235815851175,0.16644411877505638,0.8936786355809933,-0.05773499532893626,test
TCGA-A2-A3XX,-2.168656587600708,-4.969199180603027,-3.995415687561035,0.7100524306297302,1.0136327743530273,1.276479959487915,0.1746688187122345,1.8223230838775635,0.4039984941482544,0.7283743023872375,train
TCGA-E2-A1LS,-3.8992161750793457,-1.055499792098999,0.8711659908294678,6.9396748542785645,-5.678739070892334,0.6869387030601501,0.9729960560798645,-4.975390434265137,0.18545028567314148,-1.1094083786010742,train
TCGA-EW-A1PB,-1.701590895652771,-5.075669765472412,0.4028629958629608,-2.1294734477996826,-0.1372697353363037,0.18307353556156158,0.37374237179756165,-0.8652493953704834,0.8596329092979431,-0.8924238085746765,train
TCGA-AR-A0U0,-0.5845961570739746,-5.328713417053223,1.3032385110855103,-1.958843469619751,2.9464223384857178,-0.8309808969497681,0.5108592510223389,0.16545143723487854,1.1923624277114868,-0.15406298637390137,train
TCGA-EW-A1OW,-2.3437987557294586,-5.004197958831719,0.3013616203136348,0.756847753883369,-1.9579045508365223,1.201025062175712,-0.9586220188972918,0.7386054278141891,-0.821135506212185,0.6817354936431422,test
TCGA-AR-A251,-2.483907461166382,-4.821591377258301,-0.6582350730895996,1.37562096118927,-2.2317581176757812,0.7931870222091675,-2.033505916595459,0.09627114236354828,0.4287756383419037,0.90735924243927,train
TCGA-OL-A5S0,-2.809983491897583,-4.8269572257995605,-3.6258199214935303,1.0289812088012695,-1.8678257465362549,1.3749219179153442,1.157031774520874,0.35475021600723267,-0.5018907189369202,-0.26583731174468994,train
TCGA-EW-A1P4,-2.390554428100586,-4.714812755584717,-2.7365617752075195,-0.8736777901649475,0.5527108907699585,1.4064733982086182,0.8865631222724915,0.2516516447067261,0.03260258957743645,0.6782397627830505,train
TCGA-A2-A4S1,-0.7140870690345764,-3.4171085357666016,-2.26261830329895,-0.4021967947483063,-4.009682655334473,-0.9335159659385681,-1.9212498664855957,-2.632140874862671,0.08444030582904816,-1.5019521713256836,train
TCGA-E9-A1N8,-3.8711092472076416,-3.2939817905426025,0.5576960444450378,-0.31718388199806213,-4.562064170837402,2.1755356788635254,0.8962991237640381,1.0686136484146118,0.10360228270292282,-0.33561113476753235,train
TCGA-A7-A4SE,-2.446680784225464,-4.35360860824585,-4.420358657836914,1.4212077856063843,-3.705303192138672,0.6027722358703613,-0.3791062533855438,1.0561190843582153,-0.5249192118644714,0.03164250776171684,train
TCGA-C8-A1HJ,-2.6106204986572266,-5.412644863128662,1.695419430732727,1.2217954397201538,-1.5734363794326782,2.356590747833252,-1.7621116638183594,0.5818609595298767,-0.037988267838954926,1.1479272842407227,train
TCGA-PL-A8LV,-2.1009795665740967,-3.890913724899292,-2.1406610012054443,0.06056591495871544,2.6596744060516357,1.1165382862091064,0.22685089707374573,1.6064255237579346,-0.03709655627608299,0.5390512943267822,train
TCGA-E2-A1AZ,-2.106278657913208,-4.280263900756836,1.9348751306533813,0.26617667078971863,0.6089240312576294,0.8532286286354065,0.04660796374082565,-0.3627634048461914,-1.3659530878067017,-0.47091439366340637,train
TCGA-D8-A27H,-1.3944873809814453,-5.027447700500488,-0.23528896272182465,1.2715836763381958,-3.3659422397613525,1.722245216369629,-0.5839611887931824,1.3984895944595337,-0.41081318259239197,1.2975627183914185,train
TCGA-AR-A1AY,-1.464101485120537,-4.9269818411865485,0.5093158686525016,1.255323183329857,-3.2173976798413233,1.0177374088762539,1.775944038178131,0.823128583762666,-0.930335153696863,0.3739512842990265,test
TCGA-BH-A1F6,-3.767826795578003,0.0005952056962996721,-0.8805267810821533,7.2313055992126465,-2.029555559158325,-0.09711902588605881,1.322575569152832,-0.752140462398529,0.5607717037200928,-0.5069224238395691,train
TCGA-EW-A1P8,-3.0526716709136963,-4.71966552734375,2.2745959758758545,0.6216532588005066,-1.6257396936416626,0.929993212223053,0.23694920539855957,0.22598275542259216,-1.406620740890503,0.2022375762462616,train
TCGA-EW-A3U0,-2.2787158489227295,-4.127218246459961,0.7302359938621521,2.099787950515747,2.8403892517089844,1.398282766342163,-0.12776781618595123,-0.6090790629386902,-0.6294384002685547,-0.47787776589393616,train
TCGA-E2-A1B6,-2.4755500099968426,-3.0633983120250243,-0.3765871223683987,0.0748956806939413,4.138214857584963,0.947974944691062,0.2195036009850583,0.026218614366690225,-0.08053253386792965,-1.1445330005934613,test
TCGA-BH-A0RX,-2.2731621265411377,-3.49108624458313,-5.741455078125,1.299399495124817,2.939103126525879,0.8366760611534119,1.1135151386260986,0.588123083114624,-0.4296526312828064,-0.7370292544364929,train
TCGA-E9-A243,-2.7911221981048584,-3.312166213989258,-0.020892011001706123,-0.3444312810897827,5.431605339050293,0.03300183638930321,-0.6785974502563477,-0.558194637298584,-0.4319036900997162,-0.30044230818748474,train
TCGA-AR-A0U4,-1.1545528173446655,-4.742441177368164,-2.058115243911743,-0.26511216163635254,0.19723258912563324,1.6292027235031128,2.4396090507507324,-1.4363946914672852,-1.71226167678833,-1.2016109228134155,train
TCGA-GI-A2C9,-0.80269855260849,-2.5769522190093994,0.45842957496643066,6.515160083770752,-1.0504366159439087,0.7091448903083801,1.037644863128662,0.8764362335205078,-0.6424399018287659,-0.2187717854976654,train
TCGA-D8-A1JM,-0.6234251983421111,-4.966215134937858,0.9086203101961763,-0.3983333746268343,-2.2654683581677393,1.8554710785167223,1.8187059151329763,0.6098600659607,-0.439289963630634,0.6931743048895864,test
